student_id,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average score,total score,pass math,pass reading,pass writing,pass all,performance band,best subject,reading-writing gap,reading-math gap,writing-math gap
263,female,group C,some high school,free/reduced,none,44,50,51,48.33,145,False,False,False,False,At Risk,Writing,-1,6,7
264,female,group E,high school,standard,none,99,93,90,94.0,282,True,True,True,True,Excellent,Math,3,-6,-9
265,male,group D,high school,standard,none,76,73,68,72.33,217,True,True,True,True,Good,Math,5,-3,-8
266,male,group D,some high school,free/reduced,none,59,42,41,47.33,142,False,False,False,False,At Risk,Math,1,-17,-18
267,female,group C,bachelor's degree,standard,none,63,75,81,73.0,219,True,True,True,True,Good,Writing,-6,12,18
268,female,group D,high school,standard,none,69,72,77,72.67,218,True,True,True,True,Good,Writing,-5,3,8
269,female,group D,associate's degree,standard,completed,88,92,95,91.67,275,True,True,True,True,Excellent,Writing,-3,4,7
270,female,group E,some college,free/reduced,none,71,76,70,72.33,217,True,True,True,True,Good,Reading,6,5,-1
271,male,group C,bachelor's degree,standard,none,69,63,61,64.33,193,True,True,True,True,Average,Math,2,-6,-8
272,male,group C,some college,standard,none,58,49,42,49.67,149,False,False,False,False,At Risk,Math,7,-9,-16
273,female,group D,associate's degree,free/reduced,none,47,53,58,52.67,158,False,False,False,False,At Risk,Writing,-5,6,11
274,female,group D,some college,standard,none,65,70,71,68.67,206,True,True,True,True,Average,Writing,-1,5,6
275,male,group B,some college,standard,completed,88,85,76,83.0,249,True,True,True,True,Excellent,Math,9,-3,-12
276,male,group C,bachelor's degree,standard,none,83,78,73,78.0,234,True,True,True,True,Good,Math,5,-5,-10
277,female,group C,some high school,standard,completed,85,92,93,90.0,270,True,True,True,True,Excellent,Writing,-1,7,8
278,female,group E,high school,standard,completed,59,63,75,65.67,197,False,True,True,False,Average,Writing,-12,4,16
279,female,group C,some high school,free/reduced,none,65,86,80,77.0,231,True,True,True,True,Good,Reading,6,21,15
280,male,group B,bachelor's degree,free/reduced,none,73,56,57,62.0,186,True,False,False,False,Average,Math,-1,-17,-16
281,male,group D,high school,standard,none,53,52,42,49.0,147,False,False,False,False,At Risk,Math,10,-1,-11
282,male,group D,high school,standard,none,45,48,46,46.33,139,False,False,False,False,At Risk,Reading,2,3,1
283,female,group D,bachelor's degree,free/reduced,none,73,79,84,78.67,236,True,True,True,True,Good,Writing,-5,6,11
284,female,group D,some college,free/reduced,completed,70,78,78,75.33,226,True,True,True,True,Good,Reading,0,8,8
285,female,group B,some high school,standard,none,37,46,46,43.0,129,False,False,False,False,At Risk,Reading,0,9,9
286,male,group B,associate's degree,standard,completed,81,82,82,81.67,245,True,True,True,True,Excellent,Reading,0,1,1
287,male,group E,associate's degree,standard,completed,97,82,88,89.0,267,True,True,True,True,Excellent,Math,-6,-15,-9
288,female,group B,some high school,standard,none,67,89,82,79.33,238,True,True,True,True,Good,Reading,7,22,15
289,male,group B,bachelor's degree,free/reduced,none,88,75,76,79.67,239,True,True,True,True,Good,Math,-1,-13,-12
290,male,group E,some high school,standard,completed,77,76,77,76.67,230,True,True,True,True,Good,Math,-1,-1,0
291,male,group C,associate's degree,standard,none,76,70,68,71.33,214,True,True,True,True,Good,Math,2,-6,-8
292,male,group D,some high school,standard,none,86,73,70,76.33,229,True,True,True,True,Good,Math,3,-13,-16
293,male,group C,some high school,standard,completed,63,60,57,60.0,180,True,True,False,False,Average,Math,3,-3,-6
294,female,group E,bachelor's degree,standard,none,65,73,75,71.0,213,True,True,True,True,Good,Writing,-2,8,10
295,male,group D,high school,free/reduced,completed,78,77,80,78.33,235,True,True,True,True,Good,Writing,-3,-1,2
296,male,group B,associate's degree,free/reduced,none,67,62,60,63.0,189,True,True,True,True,Average,Math,2,-5,-7
297,male,group A,some high school,standard,completed,46,41,43,43.33,130,False,False,False,False,At Risk,Math,-2,-5,-3
298,male,group E,associate's degree,standard,completed,71,74,68,71.0,213,True,True,True,True,Good,Reading,6,3,-3
299,male,group C,high school,free/reduced,completed,40,46,50,45.33,136,False,False,False,False,At Risk,Writing,-4,6,10
300,male,group D,associate's degree,free/reduced,none,90,87,75,84.0,252,True,True,True,True,Excellent,Math,12,-3,-15
301,male,group A,some college,free/reduced,completed,81,78,81,80.0,240,True,True,True,True,Excellent,Math,-3,-3,0
302,male,group D,some high school,free/reduced,none,56,54,52,54.0,162,False,False,False,False,At Risk,Math,2,-2,-4
303,female,group C,associate's degree,standard,completed,67,84,81,77.33,232,True,True,True,True,Good,Reading,3,17,14
304,male,group B,associate's degree,standard,none,80,76,64,73.33,220,True,True,True,True,Good,Math,12,-4,-16
305,female,group C,associate's degree,standard,completed,74,75,83,77.33,232,True,True,True,True,Good,Writing,-8,1,9
306,male,group A,some college,standard,none,69,67,69,68.33,205,True,True,True,True,Average,Math,-2,-2,0
307,male,group E,some college,standard,completed,99,87,81,89.0,267,True,True,True,True,Excellent,Math,6,-12,-18
308,male,group C,some high school,standard,none,51,52,44,49.0,147,False,False,False,False,At Risk,Reading,8,1,-7
309,female,group B,associate's degree,free/reduced,none,53,71,67,63.67,191,False,True,True,False,Average,Reading,4,18,14
310,female,group D,high school,free/reduced,none,49,57,52,52.67,158,False,False,False,False,At Risk,Reading,5,8,3
311,female,group B,associate's degree,standard,none,73,76,80,76.33,229,True,True,True,True,Good,Writing,-4,3,7
312,male,group B,bachelor's degree,standard,none,66,60,57,61.0,183,True,True,False,False,Average,Math,3,-6,-9
313,male,group D,bachelor's degree,standard,completed,67,61,68,65.33,196,True,True,True,True,Average,Writing,-7,-6,1
314,female,group C,associate's degree,free/reduced,completed,68,67,69,68.0,204,True,True,True,True,Average,Writing,-2,-1,1
315,female,group C,bachelor's degree,standard,completed,59,64,75,66.0,198,False,True,True,False,Average,Writing,-11,5,16
316,male,group C,high school,standard,none,71,66,65,67.33,202,True,True,True,True,Average,Math,1,-5,-6
317,female,group D,master's degree,standard,completed,77,82,91,83.33,250,True,True,True,True,Excellent,Writing,-9,5,14
318,male,group C,associate's degree,standard,none,83,72,78,77.67,233,True,True,True,True,Good,Math,-6,-11,-5
319,male,group B,bachelor's degree,standard,none,63,71,69,67.67,203,True,True,True,True,Average,Reading,2,8,6
320,female,group D,associate's degree,free/reduced,none,56,65,63,61.33,184,False,True,True,False,Average,Reading,2,9,7
321,female,group C,high school,free/reduced,completed,67,79,84,76.67,230,True,True,True,True,Good,Writing,-5,12,17
322,female,group E,high school,standard,none,75,86,79,80.0,240,True,True,True,True,Excellent,Reading,7,11,4
323,female,group C,some college,standard,none,71,81,80,77.33,232,True,True,True,True,Good,Reading,1,10,9
324,female,group C,some high school,free/reduced,none,43,53,53,49.67,149,False,False,False,False,At Risk,Reading,0,10,10
325,female,group C,high school,free/reduced,none,41,46,43,43.33,130,False,False,False,False,At Risk,Reading,3,5,2
326,female,group C,some college,standard,none,82,90,94,88.67,266,True,True,True,True,Excellent,Writing,-4,8,12
327,male,group C,some college,standard,none,61,61,62,61.33,184,True,True,True,True,Average,Writing,-1,0,1
328,male,group A,some college,free/reduced,none,28,23,19,23.33,70,False,False,False,False,At Risk,Math,4,-5,-9
329,male,group C,associate's degree,standard,completed,82,75,77,78.0,234,True,True,True,True,Good,Math,-2,-7,-5
330,female,group B,some high school,standard,none,41,55,51,49.0,147,False,False,False,False,At Risk,Reading,4,14,10
331,male,group C,high school,standard,none,71,60,61,64.0,192,True,True,True,True,Average,Math,-1,-11,-10
332,male,group C,associate's degree,standard,none,47,37,35,39.67,119,False,False,False,False,At Risk,Math,2,-10,-12
333,male,group E,associate's degree,standard,completed,62,56,53,57.0,171,True,False,False,False,At Risk,Math,3,-6,-9
334,male,group B,associate's degree,standard,none,90,78,81,83.0,249,True,True,True,True,Excellent,Math,-3,-12,-9
335,female,group C,bachelor's degree,standard,none,83,93,95,90.33,271,True,True,True,True,Excellent,Writing,-2,10,12
336,female,group B,some college,free/reduced,none,61,68,66,65.0,195,True,True,True,True,Average,Reading,2,7,5
337,male,group D,some high school,standard,completed,76,70,69,71.67,215,True,True,True,True,Good,Math,1,-6,-7
338,male,group C,associate's degree,standard,none,49,51,43,47.67,143,False,False,False,False,At Risk,Reading,8,2,-6
339,female,group B,some high school,free/reduced,none,24,38,27,29.67,89,False,False,False,False,At Risk,Reading,11,14,3
340,female,group D,some high school,free/reduced,completed,35,55,60,50.0,150,False,False,True,False,At Risk,Writing,-5,20,25
341,male,group C,high school,free/reduced,none,58,61,52,57.0,171,False,True,False,False,At Risk,Reading,9,3,-6
342,female,group C,high school,standard,none,61,73,63,65.67,197,True,True,True,True,Average,Reading,10,12,2
343,female,group B,high school,standard,completed,69,76,74,73.0,219,True,True,True,True,Good,Reading,2,7,5
344,male,group D,associate's degree,standard,completed,67,72,67,68.67,206,True,True,True,True,Average,Reading,5,5,0
345,male,group D,some college,standard,none,79,73,67,73.0,219,True,True,True,True,Good,Math,6,-6,-12
346,female,group C,high school,standard,none,72,80,75,75.67,227,True,True,True,True,Good,Reading,5,8,3
347,male,group B,some college,standard,none,62,61,57,60.0,180,True,True,False,False,Average,Math,4,-1,-5
348,female,group C,bachelor's degree,standard,completed,77,94,95,88.67,266,True,True,True,True,Excellent,Writing,-1,17,18
349,male,group D,high school,free/reduced,none,75,74,66,71.67,215,True,True,True,True,Good,Math,8,-1,-9
350,male,group E,associate's degree,standard,none,87,74,76,79.0,237,True,True,True,True,Good,Math,-2,-13,-11
351,female,group B,bachelor's degree,standard,none,52,65,69,62.0,186,False,True,True,False,Average,Writing,-4,13,17
352,male,group E,some college,standard,none,66,57,52,58.33,175,True,False,False,False,At Risk,Math,5,-9,-14
353,female,group C,some college,standard,completed,63,78,80,73.67,221,True,True,True,True,Good,Writing,-2,15,17
354,female,group C,associate's degree,standard,none,46,58,57,53.67,161,False,False,False,False,At Risk,Reading,1,12,11
355,female,group C,some college,standard,none,59,71,70,66.67,200,False,True,True,False,Average,Reading,1,12,11
356,female,group B,bachelor's degree,standard,none,61,72,70,67.67,203,True,True,True,True,Average,Reading,2,11,9
357,male,group A,associate's degree,standard,none,63,61,61,61.67,185,True,True,True,True,Average,Math,0,-2,-2
358,female,group C,some college,free/reduced,completed,42,66,69,59.0,177,False,True,True,False,At Risk,Writing,-3,24,27
359,male,group D,some college,free/reduced,none,59,62,61,60.67,182,False,True,True,False,Average,Reading,1,3,2
360,female,group D,some college,standard,none,80,90,89,86.33,259,True,True,True,True,Excellent,Reading,1,10,9
361,female,group B,high school,standard,none,58,62,59,59.67,179,False,True,False,False,At Risk,Reading,3,4,1
362,male,group B,some high school,standard,completed,85,84,78,82.33,247,True,True,True,True,Excellent,Math,6,-1,-7
363,female,group C,some college,standard,none,52,58,58,56.0,168,False,False,False,False,At Risk,Reading,0,6,6
364,female,group D,some high school,free/reduced,none,27,34,32,31.0,93,False,False,False,False,At Risk,Reading,2,7,5
365,male,group C,some college,standard,none,59,60,58,59.0,177,False,True,False,False,At Risk,Reading,2,1,-1
366,male,group A,bachelor's degree,free/reduced,completed,49,58,60,55.67,167,False,False,True,False,At Risk,Writing,-2,9,11
367,male,group C,high school,standard,completed,69,58,53,60.0,180,True,False,False,False,Average,Math,5,-11,-16
368,male,group C,bachelor's degree,free/reduced,none,61,66,61,62.67,188,True,True,True,True,Average,Reading,5,5,0
369,female,group A,some high school,free/reduced,none,44,64,58,55.33,166,False,True,False,False,At Risk,Reading,6,20,14
370,female,group D,some high school,standard,none,73,84,85,80.67,242,True,True,True,True,Excellent,Writing,-1,11,12
371,male,group E,some college,standard,none,84,77,71,77.33,232,True,True,True,True,Good,Math,6,-7,-13
372,female,group C,some college,free/reduced,completed,45,73,70,62.67,188,False,True,True,False,Average,Reading,3,28,25
373,male,group D,some high school,standard,none,74,74,72,73.33,220,True,True,True,True,Good,Math,2,0,-2
374,female,group D,some college,standard,completed,82,97,96,91.67,275,True,True,True,True,Excellent,Reading,1,15,14
375,female,group D,bachelor's degree,standard,none,59,70,73,67.33,202,False,True,True,False,Average,Writing,-3,11,14
376,male,group E,associate's degree,free/reduced,none,46,43,41,43.33,130,False,False,False,False,At Risk,Math,2,-3,-5
377,female,group D,some high school,standard,none,80,90,82,84.0,252,True,True,True,True,Excellent,Reading,8,10,2
378,female,group D,master's degree,free/reduced,completed,85,95,100,93.33,280,True,True,True,True,Excellent,Writing,-5,10,15
379,female,group A,some high school,standard,none,71,83,77,77.0,231,True,True,True,True,Good,Reading,6,12,6
380,male,group A,bachelor's degree,standard,none,66,64,62,64.0,192,True,True,True,True,Average,Math,2,-2,-4
381,female,group B,associate's degree,standard,none,80,86,83,83.0,249,True,True,True,True,Excellent,Reading,3,6,3
382,male,group C,associate's degree,standard,completed,87,100,95,94.0,282,True,True,True,True,Excellent,Reading,5,13,8
383,male,group C,master's degree,free/reduced,none,79,81,71,77.0,231,True,True,True,True,Good,Reading,10,2,-8
384,female,group E,some high school,free/reduced,none,38,49,45,44.0,132,False,False,False,False,At Risk,Reading,4,11,7
385,female,group A,some high school,free/reduced,none,38,43,43,41.33,124,False,False,False,False,At Risk,Reading,0,5,5
386,female,group E,some college,standard,none,67,76,75,72.67,218,True,True,True,True,Good,Reading,1,9,8
387,female,group E,bachelor's degree,standard,none,64,73,70,69.0,207,True,True,True,True,Average,Reading,3,9,6
388,female,group C,associate's degree,free/reduced,none,57,78,67,67.33,202,False,True,True,False,Average,Reading,11,21,10
389,female,group D,high school,standard,none,62,64,64,63.33,190,True,True,True,True,Average,Reading,0,2,2
390,male,group D,master's degree,standard,none,73,70,75,72.67,218,True,True,True,True,Good,Writing,-5,-3,2
391,male,group E,some high school,free/reduced,completed,73,67,59,66.33,199,True,True,False,False,Average,Math,8,-6,-14
392,female,group D,some college,standard,none,77,68,77,74.0,222,True,True,True,True,Good,Math,-9,-9,0
393,male,group E,some college,standard,none,76,67,67,70.0,210,True,True,True,True,Good,Math,0,-9,-9
394,male,group C,associate's degree,standard,completed,57,54,56,55.67,167,False,False,False,False,At Risk,Math,-2,-3,-1
395,female,group C,some high school,standard,completed,65,74,77,72.0,216,True,True,True,True,Good,Writing,-3,9,12
396,male,group A,high school,free/reduced,none,48,45,41,44.67,134,False,False,False,False,At Risk,Math,4,-3,-7
397,female,group B,high school,free/reduced,none,50,67,63,60.0,180,False,True,True,False,Average,Reading,4,17,13
398,female,group C,associate's degree,standard,none,85,89,95,89.67,269,True,True,True,True,Excellent,Writing,-6,4,10
399,male,group B,some high school,standard,none,74,63,57,64.67,194,True,True,False,False,Average,Math,6,-11,-17
400,male,group D,some high school,standard,none,60,59,54,57.67,173,True,False,False,False,At Risk,Math,5,-1,-6
401,female,group C,some high school,standard,completed,59,54,67,60.0,180,False,False,True,False,Average,Writing,-13,-5,8
402,male,group A,some college,standard,none,53,43,43,46.33,139,False,False,False,False,At Risk,Math,0,-10,-10
403,female,group A,some college,free/reduced,none,49,65,55,56.33,169,False,True,False,False,At Risk,Reading,10,16,6
404,female,group D,high school,standard,completed,88,99,100,95.67,287,True,True,True,True,Excellent,Writing,-1,11,12
405,female,group C,high school,standard,none,54,59,62,58.33,175,False,False,True,False,At Risk,Writing,-3,5,8
406,female,group C,some high school,standard,none,63,73,68,68.0,204,True,True,True,True,Average,Reading,5,10,5
407,male,group B,associate's degree,standard,completed,65,65,63,64.33,193,True,True,True,True,Average,Math,2,0,-2
408,female,group B,associate's degree,standard,none,82,80,77,79.67,239,True,True,True,True,Good,Math,3,-2,-5
409,female,group D,high school,free/reduced,completed,52,57,56,55.0,165,False,False,False,False,At Risk,Reading,1,5,4
410,male,group D,associate's degree,standard,completed,87,84,85,85.33,256,True,True,True,True,Excellent,Math,-1,-3,-2
411,female,group D,master's degree,standard,completed,70,71,74,71.67,215,True,True,True,True,Good,Writing,-3,1,4
412,male,group E,some college,standard,completed,84,83,78,81.67,245,True,True,True,True,Excellent,Math,5,-1,-6
413,male,group D,associate's degree,standard,none,71,66,60,65.67,197,True,True,True,True,Average,Math,6,-5,-11
414,male,group B,some high school,standard,completed,63,67,67,65.67,197,True,True,True,True,Average,Reading,0,4,4
415,female,group C,bachelor's degree,free/reduced,completed,51,72,79,67.33,202,False,True,True,False,Average,Writing,-7,21,28
416,male,group E,high school,standard,none,84,73,69,75.33,226,True,True,True,True,Good,Math,4,-11,-15
417,male,group C,bachelor's degree,standard,completed,71,74,68,71.0,213,True,True,True,True,Good,Reading,6,3,-3
418,male,group C,associate's degree,standard,none,74,73,67,71.33,214,True,True,True,True,Good,Math,6,-1,-7
419,male,group D,some college,standard,none,68,59,62,63.0,189,True,False,True,False,Average,Math,-3,-9,-6
420,male,group E,high school,free/reduced,completed,57,56,54,55.67,167,False,False,False,False,At Risk,Math,2,-1,-3
421,female,group C,associate's degree,free/reduced,completed,82,93,93,89.33,268,True,True,True,True,Excellent,Reading,0,11,11
422,female,group D,high school,standard,completed,57,58,64,59.67,179,False,False,True,False,At Risk,Writing,-6,1,7
423,female,group D,master's degree,free/reduced,completed,47,58,67,57.33,172,False,False,True,False,At Risk,Writing,-9,11,20
424,female,group A,some high school,standard,completed,59,85,80,74.67,224,False,True,True,False,Good,Reading,5,26,21
425,male,group B,some college,free/reduced,none,41,39,34,38.0,114,False,False,False,False,At Risk,Math,5,-2,-7
426,female,group C,some college,free/reduced,none,62,67,62,63.67,191,True,True,True,True,Average,Reading,5,5,0
427,male,group C,bachelor's degree,standard,none,86,83,86,85.0,255,True,True,True,True,Excellent,Math,-3,-3,0
428,male,group C,some high school,free/reduced,none,69,71,65,68.33,205,True,True,True,True,Average,Reading,6,2,-4
429,male,group A,some high school,free/reduced,none,65,59,53,59.0,177,True,False,False,False,At Risk,Math,6,-6,-12
430,male,group C,some high school,free/reduced,none,68,63,54,61.67,185,True,True,False,False,Average,Math,9,-5,-14
431,male,group C,associate's degree,free/reduced,none,64,66,59,63.0,189,True,True,False,False,Average,Reading,7,2,-5
432,female,group C,high school,standard,none,61,72,70,67.67,203,True,True,True,True,Average,Reading,2,11,9
433,male,group C,high school,standard,none,61,56,55,57.33,172,True,False,False,False,At Risk,Math,1,-5,-6
434,female,group A,some high school,free/reduced,none,47,59,50,52.0,156,False,False,False,False,At Risk,Reading,9,12,3
435,male,group C,some high school,standard,none,73,66,66,68.33,205,True,True,True,True,Average,Math,0,-7,-7
436,male,group C,some college,free/reduced,completed,50,48,53,50.33,151,False,False,False,False,At Risk,Writing,-5,-2,3
437,male,group D,associate's degree,standard,none,75,68,64,69.0,207,True,True,True,True,Average,Math,4,-7,-11
438,male,group D,associate's degree,free/reduced,none,75,66,73,71.33,214,True,True,True,True,Good,Math,-7,-9,-2
439,male,group C,high school,standard,none,70,56,51,59.0,177,True,False,False,False,At Risk,Math,5,-14,-19
440,male,group D,some high school,standard,completed,89,88,82,86.33,259,True,True,True,True,Excellent,Math,6,-1,-7
441,female,group C,some college,standard,completed,67,81,79,75.67,227,True,True,True,True,Good,Reading,2,14,12
442,female,group D,high school,standard,none,78,81,80,79.67,239,True,True,True,True,Good,Reading,1,3,2
443,female,group A,some high school,free/reduced,none,59,73,69,67.0,201,False,True,True,False,Average,Reading,4,14,10
444,female,group B,associate's degree,standard,none,73,83,76,77.33,232,True,True,True,True,Good,Reading,7,10,3
445,male,group A,some high school,free/reduced,none,79,82,73,78.0,234,True,True,True,True,Good,Reading,9,3,-6
446,female,group C,some high school,standard,completed,67,74,77,72.67,218,True,True,True,True,Good,Writing,-3,7,10
447,male,group D,some college,free/reduced,none,69,66,60,65.0,195,True,True,True,True,Average,Math,6,-3,-9
448,male,group C,high school,standard,completed,86,81,80,82.33,247,True,True,True,True,Excellent,Math,1,-5,-6
449,male,group B,high school,standard,none,47,46,42,45.0,135,False,False,False,False,At Risk,Math,4,-1,-5
450,male,group B,associate's degree,standard,none,81,73,72,75.33,226,True,True,True,True,Good,Math,1,-8,-9
451,female,group C,some college,free/reduced,completed,64,85,85,78.0,234,True,True,True,True,Good,Reading,0,21,21
452,female,group E,some college,standard,none,100,92,97,96.33,289,True,True,True,True,Excellent,Math,-5,-8,-3
453,female,group C,associate's degree,free/reduced,none,65,77,74,72.0,216,True,True,True,True,Good,Reading,3,12,9
454,male,group C,some college,free/reduced,none,65,58,49,57.33,172,True,False,False,False,At Risk,Math,9,-7,-16
455,female,group C,associate's degree,free/reduced,none,53,61,62,58.67,176,False,True,True,False,At Risk,Writing,-1,8,9
456,male,group C,bachelor's degree,free/reduced,none,37,56,47,46.67,140,False,False,False,False,At Risk,Reading,9,19,10
457,female,group D,bachelor's degree,standard,none,79,89,89,85.67,257,True,True,True,True,Excellent,Reading,0,10,10
458,male,group D,associate's degree,free/reduced,none,53,54,48,51.67,155,False,False,False,False,At Risk,Reading,6,1,-5
459,female,group E,bachelor's degree,standard,none,100,100,100,100.0,300,True,True,True,True,Excellent,Math,0,0,0
460,male,group B,high school,standard,completed,72,65,68,68.33,205,True,True,True,True,Average,Math,-3,-7,-4
461,male,group C,bachelor's degree,free/reduced,none,53,58,55,55.33,166,False,False,False,False,At Risk,Reading,3,5,2
462,male,group B,some college,free/reduced,none,54,54,45,51.0,153,False,False,False,False,At Risk,Math,9,0,-9
463,female,group E,some college,standard,none,71,70,76,72.33,217,True,True,True,True,Good,Writing,-6,-1,5
464,female,group C,some college,free/reduced,none,77,90,91,86.0,258,True,True,True,True,Excellent,Writing,-1,13,14
465,male,group A,bachelor's degree,standard,completed,75,58,62,65.0,195,True,False,True,False,Average,Math,-4,-17,-13
466,female,group C,some college,standard,none,84,87,91,87.33,262,True,True,True,True,Excellent,Writing,-4,3,7
467,female,group D,associate's degree,free/reduced,none,26,31,38,31.67,95,False,False,False,False,At Risk,Writing,-7,5,12
468,male,group A,high school,free/reduced,completed,72,67,65,68.0,204,True,True,True,True,Average,Math,2,-5,-7
469,female,group A,high school,free/reduced,completed,77,88,85,83.33,250,True,True,True,True,Excellent,Reading,3,11,8
470,male,group C,some college,standard,none,91,74,76,80.33,241,True,True,True,True,Excellent,Math,-2,-17,-15
471,female,group C,associate's degree,standard,completed,83,85,90,86.0,258,True,True,True,True,Excellent,Writing,-5,2,7
472,female,group C,high school,standard,none,63,69,74,68.67,206,True,True,True,True,Average,Writing,-5,6,11
473,female,group C,associate's degree,standard,completed,68,86,84,79.33,238,True,True,True,True,Good,Reading,2,18,16
474,female,group D,some high school,standard,none,59,67,61,62.33,187,False,True,True,False,Average,Reading,6,8,2
475,female,group B,associate's degree,standard,completed,90,90,91,90.33,271,True,True,True,True,Excellent,Writing,-1,0,1
476,female,group D,bachelor's degree,standard,completed,71,76,83,76.67,230,True,True,True,True,Good,Writing,-7,5,12
477,male,group E,bachelor's degree,standard,completed,76,62,66,68.0,204,True,True,True,True,Average,Math,-4,-14,-10
478,male,group D,associate's degree,standard,none,80,68,72,73.33,220,True,True,True,True,Good,Math,-4,-12,-8
479,female,group D,master's degree,standard,none,55,64,70,63.0,189,False,True,True,False,Average,Writing,-6,9,15
480,male,group E,associate's degree,standard,none,76,71,67,71.33,214,True,True,True,True,Good,Math,4,-5,-9
481,male,group B,high school,standard,completed,73,71,68,70.67,212,True,True,True,True,Good,Math,3,-2,-5
482,female,group D,associate's degree,free/reduced,none,52,59,56,55.67,167,False,False,False,False,At Risk,Reading,3,7,4
483,male,group C,some college,free/reduced,none,68,68,61,65.67,197,True,True,True,True,Average,Math,7,0,-7
484,male,group A,high school,standard,none,59,52,46,52.33,157,False,False,False,False,At Risk,Math,6,-7,-13
485,female,group B,associate's degree,standard,none,49,52,54,51.67,155,False,False,False,False,At Risk,Writing,-2,3,5
486,male,group C,high school,standard,none,70,74,71,71.67,215,True,True,True,True,Good,Reading,3,4,1
487,male,group D,some college,free/reduced,none,61,47,56,54.67,164,True,False,False,False,At Risk,Math,-9,-14,-5
488,female,group C,associate's degree,free/reduced,none,60,75,74,69.67,209,True,True,True,True,Average,Reading,1,15,14
489,male,group B,some high school,standard,completed,64,53,57,58.0,174,True,False,False,False,At Risk,Math,-4,-11,-7
490,male,group A,associate's degree,free/reduced,completed,79,82,82,81.0,243,True,True,True,True,Excellent,Reading,0,3,3
491,female,group A,associate's degree,free/reduced,none,65,85,76,75.33,226,True,True,True,True,Good,Reading,9,20,11
492,female,group C,associate's degree,standard,none,64,64,70,66.0,198,True,True,True,True,Average,Writing,-6,0,6
493,female,group C,some college,standard,none,83,83,90,85.33,256,True,True,True,True,Excellent,Writing,-7,0,7
494,female,group C,bachelor's degree,standard,none,81,88,90,86.33,259,True,True,True,True,Excellent,Writing,-2,7,9
495,female,group B,high school,standard,none,54,64,68,62.0,186,False,True,True,False,Average,Writing,-4,10,14
496,male,group D,high school,standard,completed,68,64,66,66.0,198,True,True,True,True,Average,Math,-2,-4,-2
497,female,group C,some college,standard,none,54,48,52,51.33,154,False,False,False,False,At Risk,Math,-4,-6,-2
498,female,group D,some college,free/reduced,completed,59,78,76,71.0,213,False,True,True,False,Good,Reading,2,19,17
499,female,group B,some high school,standard,none,66,69,68,67.67,203,True,True,True,True,Average,Reading,1,3,2
500,male,group E,some college,standard,none,76,71,72,73.0,219,True,True,True,True,Good,Math,-1,-5,-4
501,female,group D,master's degree,standard,none,74,79,82,78.33,235,True,True,True,True,Good,Writing,-3,5,8
502,female,group B,associate's degree,standard,completed,94,87,92,91.0,273,True,True,True,True,Excellent,Math,-5,-7,-2
503,male,group C,some college,free/reduced,none,63,61,54,59.33,178,True,True,False,False,At Risk,Math,7,-2,-9
504,female,group E,associate's degree,standard,completed,95,89,92,92.0,276,True,True,True,True,Excellent,Math,-3,-6,-3
505,female,group D,master's degree,free/reduced,none,40,59,54,51.0,153,False,False,False,False,At Risk,Reading,5,19,14
506,female,group B,some high school,standard,none,82,82,80,81.33,244,True,True,True,True,Excellent,Math,2,0,-2
507,male,group A,high school,standard,none,68,70,66,68.0,204,True,True,True,True,Average,Reading,4,2,-2
508,male,group B,bachelor's degree,free/reduced,none,55,59,54,56.0,168,False,False,False,False,At Risk,Reading,5,4,-1
509,male,group C,master's degree,standard,none,79,78,77,78.0,234,True,True,True,True,Good,Math,1,-1,-2
510,female,group C,bachelor's degree,standard,none,86,92,87,88.33,265,True,True,True,True,Excellent,Reading,5,6,1
511,male,group D,some college,standard,none,76,71,73,73.33,220,True,True,True,True,Good,Math,-2,-5,-3
512,male,group A,some high school,standard,none,64,50,43,52.33,157,True,False,False,False,At Risk,Math,7,-14,-21
513,male,group D,some high school,free/reduced,none,62,49,52,54.33,163,True,False,False,False,At Risk,Math,-3,-13,-10
514,female,group B,some high school,standard,completed,54,61,62,59.0,177,False,True,True,False,At Risk,Writing,-1,7,8
515,female,group B,master's degree,free/reduced,completed,77,97,94,89.33,268,True,True,True,True,Excellent,Reading,3,20,17
516,female,group C,some high school,standard,completed,76,87,85,82.67,248,True,True,True,True,Excellent,Reading,2,11,9
517,female,group D,some college,standard,none,74,89,84,82.33,247,True,True,True,True,Excellent,Reading,5,15,10
518,female,group E,some college,standard,completed,66,74,73,71.0,213,True,True,True,True,Good,Reading,1,8,7
519,female,group D,some high school,standard,completed,66,78,78,74.0,222,True,True,True,True,Good,Reading,0,12,12
520,female,group B,high school,free/reduced,completed,67,78,79,74.67,224,True,True,True,True,Good,Writing,-1,11,12
521,male,group D,some college,standard,none,71,49,52,57.33,172,True,False,False,False,At Risk,Math,-3,-22,-19
522,female,group C,associate's degree,standard,none,91,86,84,87.0,261,True,True,True,True,Excellent,Math,2,-5,-7
523,male,group D,bachelor's degree,standard,none,69,58,57,61.33,184,True,False,False,False,Average,Math,1,-11,-12
524,male,group C,master's degree,free/reduced,none,54,59,50,54.33,163,False,False,False,False,At Risk,Reading,9,5,-4
525,male,group C,high school,standard,completed,53,52,49,51.33,154,False,False,False,False,At Risk,Math,3,-1,-4
